UNSPC,3069 - 'Live Plant and Animal Material and Accessories and Supplies'
UNSPC,11222 - 'Mineral and Textile and Inedible Plant and Animal Materials'
UNSPC,11676 - 'Chemicals including Bio Chemicals and Gas Materials'
UNSPC,12171 - 'Resin and Rosin and Rubber and Foam and Film and Elastomeric Materials'
UNSPC,12368 - 'Paper Materials and Products'
UNSPC,12526 - 'Fuels and Fuel Additives and Lubricants and Anti corrosive Materials'
UNSPC,12631 - 'Mining and Well Drilling Machinery and Accessories'
UNSPC,13386 - 'Farming and Fishing and Forestry and Wildlife Machinery and Accessories'
UNSPC,13512 - 'Building and Construction Machinery and Accessories'
UNSPC,13622 - 'Industrial Manufacturing and Processing Machinery and Accessories'
UNSPC,14496 - 'Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies'
UNSPC,14884 - 'Commercial and Military and Private Vehicles and their Accessories and Components'
UNSPC,15753 - 'Power Generation and Distribution Machinery and Accessories'
UNSPC,16321 - 'Tools and General Machinery'
UNSPC,16966 - 'Structures and Building and Construction and Manufacturing Components and Supplies'
UNSPC,17964 - 'Manufacturing Components and Supplies'
UNSPC,20969 - 'Electronic Components and Supplies'
UNSPC,21284 - 'Electrical Systems and Lighting and Components and Accessories and Supplies'
UNSPC,21915 - 'Distribution and Conditioning Systems and Equipment and Components'
UNSPC,22957 - 'Laboratory and Measuring and Observing and Testing Equipment'
UNSPC,25024 - 'Medical Equipment and Accessories and Supplies'
UNSPC,27880 - 'Information Technology Broadcasting and Telecommunications'
UNSPC,28606 - 'Office Equipment and Accessories and Supplies'
UNSPC,29015 - 'Printing and Photographic and Audio and Visual Equipment and Supplies'
UNSPC,29299 - 'Defense and Law Enforcement and Security and Safety Equipment and Supplies'
UNSPC,29735 - 'Cleaning Equipment and Supplies'
UNSPC,29978 - 'Service Industry Machinery and Equipment and Supplies'
UNSPC,30176 - 'Sports and Recreational Equipment and Supplies and Accessories'
UNSPC,30522 - 'Food Beverage and Tobacco Products'
UNSPC,60895 - 'Public Utilities and Public Sector Related Services'
UNSPC,61011 - 'Financial and Insurance Services'
UNSPC,61133 - 'Healthcare Services'
UNSPC,61338 - 'Education and Training Services'
UNSPC,61471 - 'Travel and Food and Lodging and Entertainment Services'
UNSPC,61577 - 'Personal and Domestic Services'
UNSPC,61627 - 'National Defense and Public Order and Security and Safety Services'
UNSPC,61746 - 'Politics and Civic Affairs Services'
UNSPC,62033 - 'Organizations and Clubs'
UNSPC,62160 - 'Land and Buildings and Structures and Thoroughfares'
UNSPC,3069 - 'Live Plant and Animal Material and Accessories and Supplies',3070 - 'Live animals'
UNSPC,3069 - 'Live Plant and Animal Material and Accessories and Supplies',3070 - 'Live animals',3071 - 'Livestock'
UNSPC,3069 - 'Live Plant and Animal Material and Accessories and Supplies',3070 - 'Live animals',3098 - 'Live fish',3117 - 'Live freshwater silverside fish'
UNSPC,3069 - 'Live Plant and Animal Material and Accessories and Supplies',3070 - 'Live animals',3098 - 'Live fish',3118 - 'Live acarahuazu fish'
UNSPC,3069 - 'Live Plant and Animal Material and Accessories and Supplies',3070 - 'Live animals',3098 - 'Live fish',3119 - 'Live arawana fish'
UNSPC,3069 - 'Live Plant and Animal Material and Accessories and Supplies',3070 - 'Live animals',3098 - 'Live fish',3120 - 'Live armored catfish or carachama'
UNSPC,3069 - 'Live Plant and Animal Material and Accessories and Supplies',3070 - 'Live animals',3098 - 'Live fish',3121 - 'Live black prochilodus'
UNSPC,3069 - 'Live Plant and Animal Material and Accessories and Supplies',3070 - 'Live animals',3098 - 'Live fish',3122 - 'Live blochs catfish'
UNSPC,3069 - 'Live Plant and Animal Material and Accessories and Supplies',3070 - 'Live animals',3098 - 'Live fish',3123 - 'Live bobo mullet'
UNSPC,3069 - 'Live Plant and Animal Material and Accessories and Supplies',3070 - 'Live animals',3098 - 'Live fish',3124 - 'Live cabinza grunt'
UNSPC,3069 - 'Live Plant and Animal Material and Accessories and Supplies',3070 - 'Live animals',3098 - 'Live fish',3125 - 'Live carachi fish'
UNSPC,3069 - 'Live Plant and Animal Material and Accessories and Supplies',3070 - 'Live animals',3098 - 'Live fish',3126 - 'Live cascafe fish'
UNSPC,3069 - 'Live Plant and Animal Material and Accessories and Supplies',3070 - 'Live animals',3098 - 'Live fish',3127 - 'Live freshwater palometa fish or mylossoma duriventre'
UNSPC,3069 - 'Live Plant and Animal Material and Accessories and Supplies',3070 - 'Live animals',3128 - 'Shellfish and aquatic invertebrates'
UNSPC,3069 - 'Live Plant and Animal Material and Accessories and Supplies',3070 - 'Live animals',3128 - 'Shellfish and aquatic invertebrates',3129 - 'Live shrimp'
UNSPC,3069 - 'Live Plant and Animal Material and Accessories and Supplies',3070 - 'Live animals',3128 - 'Shellfish and aquatic invertebrates',3130 - 'Live clams'
UNSPC,3069 - 'Live Plant and Animal Material and Accessories and Supplies',3070 - 'Live animals',3128 - 'Shellfish and aquatic invertebrates',3131 - 'Live mussels'
UNSPC,3069 - 'Live Plant and Animal Material and Accessories and Supplies',3070 - 'Live animals',3128 - 'Shellfish and aquatic invertebrates',3132 - 'Live oysters'
UNSPC,3069 - 'Live Plant and Animal Material and Accessories and Supplies',3070 - 'Live animals',3128 - 'Shellfish and aquatic invertebrates',3133 - 'Live crabs'
UNSPC,3069 - 'Live Plant and Animal Material and Accessories and Supplies',3070 - 'Live animals',3128 - 'Shellfish and aquatic invertebrates',3134 - 'Live abalone'
UNSPC,3069 - 'Live Plant and Animal Material and Accessories and Supplies',3070 - 'Live animals',3128 - 'Shellfish and aquatic invertebrates',3135 - 'Live octopi'
UNSPC,3069 - 'Live Plant and Animal Material and Accessories and Supplies',3070 - 'Live animals',3128 - 'Shellfish and aquatic invertebrates',3136 - 'Live squid'
UNSPC,3069 - 'Live Plant and Animal Material and Accessories and Supplies',3070 - 'Live animals',3128 - 'Shellfish and aquatic invertebrates',3137 - 'Leeches'
UNSPC,3069 - 'Live Plant and Animal Material and Accessories and Supplies',3070 - 'Live animals',3128 - 'Shellfish and aquatic invertebrates',3138 - 'Live sponge'
UNSPC,3069 - 'Live Plant and Animal Material and Accessories and Supplies',3070 - 'Live animals',3128 - 'Shellfish and aquatic invertebrates',3139 - 'Live lobster'
UNSPC,3069 - 'Live Plant and Animal Material and Accessories and Supplies',3070 - 'Live animals',3140 - 'Insects'
UNSPC,3069 - 'Live Plant and Animal Material and Accessories and Supplies',3070 - 'Live animals',3140 - 'Insects',3141 - 'Butterflies'
UNSPC,3069 - 'Live Plant and Animal Material and Accessories and Supplies',3070 - 'Live animals',3140 - 'Insects',3142 - 'Beetles'
UNSPC,3069 - 'Live Plant and Animal Material and Accessories and Supplies',3070 - 'Live animals',3140 - 'Insects',3143 - 'Bees'
UNSPC,3069 - 'Live Plant and Animal Material and Accessories and Supplies',3070 - 'Live animals',3140 - 'Insects',3144 - 'Silkworms'
UNSPC,3069 - 'Live Plant and Animal Material and Accessories and Supplies',3070 - 'Live animals',3140 - 'Insects',3145 - 'Live chilean recluse spider'
UNSPC,3069 - 'Live Plant and Animal Material and Accessories and Supplies',3070 - 'Live animals',3140 - 'Insects',3146 - 'Live aphid lion or chrysoperla externa'
UNSPC,3069 - 'Live Plant and Animal Material and Accessories and Supplies',3070 - 'Live animals',3140 - 'Insects',3147 - 'Live insidious flower bug'
UNSPC,3069 - 'Live Plant and Animal Material and Accessories and Supplies',3070 - 'Live animals',3140 - 'Insects',3148 - 'Live southern black widow'
UNSPC,3069 - 'Live Plant and Animal Material and Accessories and Supplies',3070 - 'Live animals',3140 - 'Insects',3149 - 'Live sugarcane borer or stem borer'
UNSPC,3069 - 'Live Plant and Animal Material and Accessories and Supplies',3070 - 'Live animals',3150 - 'Wild animals'
UNSPC,3069 - 'Live Plant and Animal Material and Accessories and Supplies',3070 - 'Live animals',3150 - 'Wild animals',3151 - 'Elephants'
UNSPC,3069 - 'Live Plant and Animal Material and Accessories and Supplies',3070 - 'Live animals',3150 - 'Wild animals',3152 - 'Live foxes'
UNSPC,3069 - 'Live Plant and Animal Material and Accessories and Supplies',3070 - 'Live animals',3150 - 'Wild animals',3153 - 'Live bothrops pit viper snake'
UNSPC,3069 - 'Live Plant and Animal Material and Accessories and Supplies',3070 - 'Live animals',3150 - 'Wild animals',3154 - 'Live chironius or vine snake'
UNSPC,3069 - 'Live Plant and Animal Material and Accessories and Supplies',3070 - 'Live animals',3150 - 'Wild animals',3155 - 'Live clelia or mussurana snake'
UNSPC,3069 - 'Live Plant and Animal Material and Accessories and Supplies',3070 - 'Live animals',3150 - 'Wild animals',3156 - 'Live drymarchon or indigo snake'
UNSPC,3069 - 'Live Plant and Animal Material and Accessories and Supplies',3070 - 'Live animals',3150 - 'Wild animals',3157 - 'Live epicrates or rainbow boa snake'
UNSPC,3069 - 'Live Plant and Animal Material and Accessories and Supplies',3070 - 'Live animals',3150 - 'Wild animals',3158 - 'Live giraffe'
UNSPC,3069 - 'Live Plant and Animal Material and Accessories and Supplies',3070 - 'Live animals',3150 - 'Wild animals',3159 - 'Live bushmaster or lachesis snake'
UNSPC,3069 - 'Live Plant and Animal Material and Accessories and Supplies',3070 - 'Live animals',3150 - 'Wild animals',3160 - 'Live coral or micrurus snake'
UNSPC,3069 - 'Live Plant and Animal Material and Accessories and Supplies',3070 - 'Live animals',3150 - 'Wild animals',3161 - 'Live paca'
UNSPC,3069 - 'Live Plant and Animal Material and Accessories and Supplies',3070 - 'Live animals',3150 - 'Wild animals',3162 - 'Live philodryas snake'
UNSPC,3069 - 'Live Plant and Animal Material and Accessories and Supplies',3070 - 'Live animals',3150 - 'Wild animals',3163 - 'Live xenodon snake'
UNSPC,3069 - 'Live Plant and Animal Material and Accessories and Supplies',3164 - 'Domestic pet products'
UNSPC,3069 - 'Live Plant and Animal Material and Accessories and Supplies',3164 - 'Domestic pet products',3165 - 'Domestic pet treatments and accessories and equipment'
UNSPC,3069 - 'Live Plant and Animal Material and Accessories and Supplies',3164 - 'Domestic pet products',3165 - 'Domestic pet treatments and accessories and equipment',3166 - 'Pet toys'
UNSPC,3069 - 'Live Plant and Animal Material and Accessories and Supplies',3164 - 'Domestic pet products',3165 - 'Domestic pet treatments and accessories and equipment',3167 - 'Pet grooming products'
UNSPC,3069 - 'Live Plant and Animal Material and Accessories and Supplies',3164 - 'Domestic pet products',3165 - 'Domestic pet treatments and accessories and equipment',3168 - 'Pet litter or equipment for pet waste management'
UNSPC,3069 - 'Live Plant and Animal Material and Accessories and Supplies',3164 - 'Domestic pet products',3165 - 'Domestic pet treatments and accessories and equipment',3169 - 'Pet food bowls or equipment'
UNSPC,3069 - 'Live Plant and Animal Material and Accessories and Supplies',3164 - 'Domestic pet products',3165 - 'Domestic pet treatments and accessories and equipment',3170 - 'Medicated pet treatments'
UNSPC,3069 - 'Live Plant and Animal Material and Accessories and Supplies',3164 - 'Domestic pet products',3165 - 'Domestic pet treatments and accessories and equipment',3171 - 'Domestic pet training kits'
UNSPC,3069 - 'Live Plant and Animal Material and Accessories and Supplies',3164 - 'Domestic pet products',3165 - 'Domestic pet treatments and accessories and equipment',3172 - 'Pet blankets'
UNSPC,3069 - 'Live Plant and Animal Material and Accessories and Supplies',3173 - 'Animal feed'
UNSPC,3069 - 'Live Plant and Animal Material and Accessories and Supplies',3173 - 'Animal feed',3174 - 'Livestock feed'
UNSPC,3069 - 'Live Plant and Animal Material and Accessories and Supplies',3173 - 'Animal feed',3174 - 'Livestock feed',3175 - 'Pure wheat bran'
UNSPC,3069 - 'Live Plant and Animal Material and Accessories and Supplies',3173 - 'Animal feed',3174 - 'Livestock feed',3176 - 'Feed oats'
UNSPC,3069 - 'Live Plant and Animal Material and Accessories and Supplies',3173 - 'Animal feed',3174 - 'Livestock feed',3177 - 'Feed corn'
UNSPC,3069 - 'Live Plant and Animal Material and Accessories and Supplies',3173 - 'Animal feed',3174 - 'Livestock feed',3178 - 'Feed sorghum'
UNSPC,3069 - 'Live Plant and Animal Material and Accessories and Supplies',3173 - 'Animal feed',3174 - 'Livestock feed',3179 - 'Hay'
UNSPC,3069 - 'Live Plant and Animal Material and Accessories and Supplies',3173 - 'Animal feed',3174 - 'Livestock feed',3180 - 'Oil cake'
UNSPC,3069 - 'Live Plant and Animal Material and Accessories and Supplies',3173 - 'Animal feed',3174 - 'Livestock feed',3181 - 'Compound feed'
UNSPC,3069 - 'Live Plant and Animal Material and Accessories and Supplies',3173 - 'Animal feed',3174 - 'Livestock feed',3182 - 'Feed alfalfa or lucerne meal or pellets'
UNSPC,3069 - 'Live Plant and Animal Material and Accessories and Supplies',3173 - 'Animal feed',3183 - 'Bird and fowl food'
UNSPC,3069 - 'Live Plant and Animal Material and Accessories and Supplies',3173 - 'Animal feed',3183 - 'Bird and fowl food',3184 - 'Live food for birds'
UNSPC,3069 - 'Live Plant and Animal Material and Accessories and Supplies',3173 - 'Animal feed',3183 - 'Bird and fowl food',3185 - 'Bird seed'
UNSPC,3069 - 'Live Plant and Animal Material and Accessories and Supplies',3173 - 'Animal feed',3183 - 'Bird and fowl food',3186 - 'Bird treats or snacks'
UNSPC,3069 - 'Live Plant and Animal Material and Accessories and Supplies',3173 - 'Animal feed',3183 - 'Bird and fowl food',3187 - 'Poultry food'
UNSPC,3069 - 'Live Plant and Animal Material and Accessories and Supplies',3173 - 'Animal feed',3188 - 'Fish food'
UNSPC,3069 - 'Live Plant and Animal Material and Accessories and Supplies',3173 - 'Animal feed',3188 - 'Fish food',3189 - 'Fresh or frozen brine'
UNSPC,3069 - 'Live Plant and Animal Material and Accessories and Supplies',3173 - 'Animal feed',3188 - 'Fish food',3190 - 'Fish food pellets'
UNSPC,3069 - 'Live Plant and Animal Material and Accessories and Supplies',3173 - 'Animal feed',3188 - 'Fish food',3191 - 'Fish food flakes'
UNSPC,3069 - 'Live Plant and Animal Material and Accessories and Supplies',3173 - 'Animal feed',3192 - 'Dog and cat food'
UNSPC,3069 - 'Live Plant and Animal Material and Accessories and Supplies',3173 - 'Animal feed',3192 - 'Dog and cat food',3193 - 'Dry food for dogs'
UNSPC,3069 - 'Live Plant and Animal Material and Accessories and Supplies',3173 - 'Animal feed',3192 - 'Dog and cat food',3194 - 'Moist food for dogs'
UNSPC,3069 - 'Live Plant and Animal Material and Accessories and Supplies',3173 - 'Animal feed',3192 - 'Dog and cat food',3195 - 'Milk for dogs or cats'
UNSPC,3069 - 'Live Plant and Animal Material and Accessories and Supplies',3173 - 'Animal feed',3192 - 'Dog and cat food',3196 - 'Dry food for cats'
UNSPC,3069 - 'Live Plant and Animal Material and Accessories and Supplies',3173 - 'Animal feed',3192 - 'Dog and cat food',3197 - 'Moist food for cats'
UNSPC,3069 - 'Live Plant and Animal Material and Accessories and Supplies',3173 - 'Animal feed',3192 - 'Dog and cat food',3198 - 'Treats or snacks for cats or dogs'
UNSPC,3069 - 'Live Plant and Animal Material and Accessories and Supplies',3173 - 'Animal feed',3199 - 'Rodent food'
UNSPC,3069 - 'Live Plant and Animal Material and Accessories and Supplies',3173 - 'Animal feed',3199 - 'Rodent food',3200 - 'Pelletized food for rodents'
UNSPC,3069 - 'Live Plant and Animal Material and Accessories and Supplies',3173 - 'Animal feed',3201 - 'Reptile food'
UNSPC,3069 - 'Live Plant and Animal Material and Accessories and Supplies',3173 - 'Animal feed',3201 - 'Reptile food',3202 - 'Pelletized food for reptiles'
UNSPC,3069 - 'Live Plant and Animal Material and Accessories and Supplies',3173 - 'Animal feed',3201 - 'Reptile food',3203 - 'Moist food for reptiles'
UNSPC,3069 - 'Live Plant and Animal Material and Accessories and Supplies',3173 - 'Animal feed',3201 - 'Reptile food',3204 - 'Live food for reptiles'
UNSPC,3069 - 'Live Plant and Animal Material and Accessories and Supplies',3173 - 'Animal feed',3205 - 'Miscellaneous animal food'
UNSPC,3069 - 'Live Plant and Animal Material and Accessories and Supplies',3173 - 'Animal feed',3205 - 'Miscellaneous animal food',3206 - 'Pig food'
UNSPC,3069 - 'Live Plant and Animal Material and Accessories and Supplies',3173 - 'Animal feed',3205 - 'Miscellaneous animal food',3207 - 'Mink food'
UNSPC,3069 - 'Live Plant and Animal Material and Accessories and Supplies',3173 - 'Animal feed',3205 - 'Miscellaneous animal food',3208 - 'Monkey food'
UNSPC,3069 - 'Live Plant and Animal Material and Accessories and Supplies',3173 - 'Animal feed',3205 - 'Miscellaneous animal food',3209 - 'Rabbit food'
UNSPC,3069 - 'Live Plant and Animal Material and Accessories and Supplies',3210 - 'Animal containment and habitats'
UNSPC,3069 - 'Live Plant and Animal Material and Accessories and Supplies',3210 - 'Animal containment and habitats',3211 - 'Animal shelters'
UNSPC,3069 - 'Live Plant and Animal Material and Accessories and Supplies',3210 - 'Animal containment and habitats',3211 - 'Animal shelters',3212 - 'Livestock stables'
UNSPC,3069 - 'Live Plant and Animal Material and Accessories and Supplies',3210 - 'Animal containment and habitats',3211 - 'Animal shelters',3213 - 'Domesticized pet houses'
UNSPC,3069 - 'Live Plant and Animal Material and Accessories and Supplies',3210 - 'Animal containment and habitats',3211 - 'Animal shelters',3214 - 'Pet beds'
UNSPC,3069 - 'Live Plant and Animal Material and Accessories and Supplies',3210 - 'Animal containment and habitats',3215 - 'Animal containment'
UNSPC,3069 - 'Live Plant and Animal Material and Accessories and Supplies',3210 - 'Animal containment and habitats',3215 - 'Animal containment',3216 - 'Cages or its accessories'
UNSPC,3069 - 'Live Plant and Animal Material and Accessories and Supplies',3210 - 'Animal containment and habitats',3215 - 'Animal containment',3217 - 'Kennels'
UNSPC,3069 - 'Live Plant and Animal Material and Accessories and Supplies',3210 - 'Animal containment and habitats',3215 - 'Animal containment',3218 - 'Animal carrying cases'
UNSPC,3069 - 'Live Plant and Animal Material and Accessories and Supplies',3210 - 'Animal containment and habitats',3215 - 'Animal containment',3219 - 'Dog runs'
UNSPC,3069 - 'Live Plant and Animal Material and Accessories and Supplies',3210 - 'Animal containment and habitats',3215 - 'Animal containment',3220 - 'Animal transport cage'
UNSPC,3069 - 'Live Plant and Animal Material and Accessories and Supplies',3210 - 'Animal containment and habitats',3221 - 'Animal habitats'
UNSPC,3069 - 'Live Plant and Animal Material and Accessories and Supplies',3210 - 'Animal containment and habitats',3221 - 'Animal habitats',3222 - 'Terrariums'
UNSPC,3069 - 'Live Plant and Animal Material and Accessories and Supplies',3210 - 'Animal containment and habitats',3221 - 'Animal habitats',3223 - 'Aquariums'
UNSPC,3069 - 'Live Plant and Animal Material and Accessories and Supplies',3224 - 'Saddlery and harness goods'
UNSPC,3069 - 'Live Plant and Animal Material and Accessories and Supplies',3224 - 'Saddlery and harness goods',3225 - 'Saddlery'
UNSPC,3069 - 'Live Plant and Animal Material and Accessories and Supplies',3224 - 'Saddlery and harness goods',3225 - 'Saddlery',3226 - 'Saddles'
